OwnerID,Name,Surname,StreetAddress,City,State,StateFull,ZipCode
5168,Robert,Foster,4680 Rubaiyat Road,Grand Rapids,MI,Michigan,49503
9427,Robert,McKinney,3425 Shingleton Road,Oshtemo,MI,Michigan,49077
2103,Robert,Adkins,2102 Perry Street,Flint,MI,Michigan,48548
4464,Daniel,Nielson,4876 Tully Street,Detroit,MI,Michigan,48219
5737,Alden,McMiller,3111 Tennessee Avenue,Pontiac,MI,Michigan,48342
9850,Gary,Snider,3139 Nash Street,Detroit,MI,Michigan,48227
1546,Joseph,Blow,556 D Street,Southfield,MI,Michigan,48075
5847,Jaidyn,Parrish,,Marquette,MI,Michigan,48034
9885,Leanna,Lynch,,Bloomfield Township,MI,Michigan,48306
1555,Yadira,Faulkner,,Caro,MI,Michigan,48548
6388,Brent,Erickson,,Grand Ledge,MI,Michigan,49503
1139,Jeffery,Glass,,Lansing,MI,Michigan,48607
1560,Cristopher,Dunlap,,Lansing,MI,Michigan,48066
5041,Kelsie,Pugh,,Dutton,MI,Michigan,48150
2580,Aditya,Wagner,,Marquette,MI,Michigan,48034
9483,Deangelo,Ho,,Bruce Crossing,MI,Michigan,48302
7587,Kody,Vaughan,,Dutton,MI,Michigan,48302
5081,Isai,Herman,,Detroit,MI,Michigan,48075
3688,Angie,Fletcher,,Grand Rapids,MI,Michigan,49503
6272,Makena,Garza,,Plymouth,MI,Michigan,48933
9317,Haiden,Brown,,Pontiac,MI,Michigan,48336
6243,Renee,Mccoy,,Marquette,MI,Michigan,49503
6324,Derek,Crawford,,Bloomfield Township,MI,Michigan,48423
5823,Elian,Jennings,,Traverse City,MI,Michigan,48342
3013,Dylan,Orr,,Lansing,MI,Michigan,48221
6837,Ronan,Mueller,,Traverse City,MI,Michigan,48075
2630,Quintin,Baird,,Marquette,MI,Michigan,48075
5560,Dayana,Lane,,Saint Charles,MI,Michigan,48146
5084,Amya,Blackburn,,Lansing,MI,Michigan,48104
8583,Lailah,Hutchinson,,Roseville,MI,Michigan,49855
1644,Jayvon,Eaton,,Lansing,MI,Michigan,49415
3876,Charlee,Perez,,Lansing,MI,Michigan,48170
2299,Philip,Fowler,,Pontiac,MI,Michigan,48034
1456,Kade,Charles,,Grand Rapids,MI,Michigan,48219
1208,Esteban,Morales,,Lansing,MI,Michigan,48034
8793,Elaina,Armstrong,,Southfield,MI,Michigan,48655
9206,Ibrahim,Best,,Grand Rapids,MI,Michigan,49254
1079,Julius,Austin,,Flint,MI,Michigan,48075
4873,Aileen,Frazier,,Saginaw,MI,Michigan,48911
9111,Bria,Dunn,,Southfield,MI,Michigan,48342
8642,Savanna,Mann,,Livonia,MI,Michigan,49077
7099,Kamari,English,,Clam River,MI,Michigan,48933
8030,Andrea,Donovan,,Rochester Hills,MI,Michigan,49503
6045,Kylie,Mendez,,Flint,MI,Michigan,48933
5262,Nora,Logan,,Warren,MI,Michigan,48104
8774,April,Kramer,,Caro,MI,Michigan,48823
9294,Branden,Dorsey,,Saginaw,MI,Michigan,48075
4903,Jamal,Newton,,Saginaw,MI,Michigan,48837
8027,Salvatore,Weiss,,Wayne,MI,Michigan,48302
4542,Haven,Fields,,Ann Arbor,MI,Michigan,48933
7805,Nadia,Winters,,Southfield,MI,Michigan,49855
7795,Alexis,Kerr,,Pontiac,MI,Michigan,49503
1344,Aryan,Simmons,,Lansing,MI,Michigan,48302
4044,Abagail,Richards,,Flint,MI,Michigan,48075
3504,Theodore,Espinoza,,Detroit,MI,Michigan,48837
9007,Logan,Williamson,,Detroit,MI,Michigan,49503
5913,Dario,Estes,,Marquette,MI,Michigan,49684
2374,Hadassah,Braun,,Lansing,MI,Michigan,49503
7448,Jamarion,Sexton,,Detroit,MI,Michigan,48075
9162,Delilah,Costa,,Southfield,MI,Michigan,48085
6252,Nickolas,Bowman,,Saginaw,MI,Michigan,49503
3324,Molly,Fry,,Saginaw,MI,Michigan,48075
4643,Bridger,Reeves,,Bruce Crossing,MI,Michigan,48607
5520,Geovanni,Hogan,,Fremont,MI,Michigan,49333
1619,Abram,Evans,,Dutton,MI,Michigan,49415
6933,Cindy,Knox,,Kalamazoo,MI,Michigan,48034
1528,Keith,Acevedo,,Grand Rapids,MI,Michigan,48219
8679,Titus,Jenkins,,Hudsonville,MI,Michigan,48154
9081,Jane,Lin,,Grand Rapids,MI,Michigan,48066
2134,Serenity,Delgado,,Pontiac,MI,Michigan,48185
6868,Odin,Houston,,Plymouth,MI,Michigan,48723
4740,Tyler,Melendez,,Flint,MI,Michigan,49684
9340,Cailyn,Fischer,,Kalamazoo,MI,Michigan,49503
7804,Avery,Mcconnell,,Bloomfield Township,MI,Michigan,48302
9421,Leo,Fleming,,Bruce Crossing,MI,Michigan,48933
9019,Samir,Harmon,,Southfield,MI,Michigan,48302
2043,Moshe,Brewer,,Marquette,MI,Michigan,48823
2132,Leslie,Fisher,,Southfield,MI,Michigan,48933
7639,Aleah,Villarreal,,Bruce Crossing,MI,Michigan,49503
4852,Brycen,Odonnell,,Southfield,MI,Michigan,49855
9745,Riya,Sims,,Detroit,MI,Michigan,48221
6938,Andy,Avery,,Southfield,MI,Michigan,48302
5453,Giovani,Henson,,Hudsonville,MI,Michigan,48342
2951,Rogelio,Hinton,,Detroit,MI,Michigan,48342
7938,Nia,Moore,,Grand Rapids,MI,Michigan,49855
2930,Lana,Byrd,,Saint Charles,MI,Michigan,49415
3224,Eva,Calderon,,Flint,MI,Michigan,48093
6063,Conor,Larsen,,Saint Charles,MI,Michigan,49106
8170,Dustin,Higgins,,Livonia,MI,Michigan,48221
9722,Adelaide,Kaufman,,Saint Charles,MI,Michigan,48075
5910,Shyanne,Cook,,Saginaw,MI,Michigan,48185
8298,Shea,Bright,,Warren,MI,Michigan,49426
6860,Marcelo,Maldonado,,East Lansing,MI,Michigan,49415
2337,Emilia,Acosta,,Southfield,MI,Michigan,49426
4190,Kayden,Roberts,,Lansing,MI,Michigan,48075
5790,Kathleen,Ramos,,Southfield,MI,Michigan,48066
8243,Madilyn,Conrad,,Saint Charles,MI,Michigan,48075
6389,Rory,Small,,Southfield,MI,Michigan,49007
2801,Mayra,Gross,,Lansing,MI,Michigan,48227
4625,Briley,Koch,,Rochester Hills,MI,Michigan,49254
6934,Isiah,Dennis,,Southfield,MI,Michigan,49612
5469,Akira,Hunter,,Bloomfield Township,MI,Michigan,49855
6088,Maxwell,Tyler,,Grand Rapids,MI,Michigan,49855
7995,Dayanara,Hebert,,Traverse City,MI,Michigan,48219
3385,Mckinley,Zamora,,Highland Park,MI,Michigan,48302
1906,Carolina,Barry,,Hudsonville,MI,Michigan,48607
3757,Kaylah,Wise,,Center Line,MI,Michigan,49503
1974,Stacy,Stewart,,Flint,MI,Michigan,49912
8716,Devan,Huerta,,Detroit,MI,Michigan,48933
8697,Nola,Choi,,Highland Park,MI,Michigan,48221
7665,Julien,Walls,,Livonia,MI,Michigan,48075
9491,Eli,Phelps,,Grand Rapids,MI,Michigan,49912
2725,Maleah,Lawson,,Marquette,MI,Michigan,49503
3654,Cole,Huang,,Kalamazoo,MI,Michigan,48655
7871,Charity,Cole,,Southfield,MI,Michigan,48342
9946,Aliza,Holt,,Lansing,MI,Michigan,48226
6654,Janet,Archer,,Farmington,MI,Michigan,49912
9994,Isaac,Dillon,,Kalamazoo,MI,Michigan,49855
8877,Baylee,Schultz,,Marquette,MI,Michigan,49503
3368,Karlee,Collins,,Grand Rapids,MI,Michigan,49855
2094,Tristin,Michael,,Middleville,MI,Michigan,48219
9173,Jair,Greene,,Pontiac,MI,Michigan,48075
5151,Madelyn,Gibson,,Saint Charles,MI,Michigan,48823
9686,Davon,Fuller,,Detroit,MI,Michigan,48075
3404,Hailie,Bird,,Lansing,MI,Michigan,49106
3490,Jayleen,Short,,Center Line,MI,Michigan,49612
4579,Nevaeh,Powell,,Southfield,MI,Michigan,49415
1113,Urijah,Garrison,,Clam River,MI,Michigan,49106
5637,Anna,Trevino,,Warren,MI,Michigan,48203
8927,Allison,Griffin,,Kalamazoo,MI,Michigan,48933
1197,Sara,Hoover,,Ann Arbor,MI,Michigan,48150
3005,Byron,Hays,,Traverse City,MI,Michigan,48723
7491,Judah,Boone,,Traverse City,MI,Michigan,49855
3189,Marlon,Davila,,Southfield,MI,Michigan,48219
9532,Jordan,Lyons,,Southfield,MI,Michigan,48837
6142,Alonzo,Garner,,Saginaw,MI,Michigan,48607
3153,Valentina,Robinson,,Southfield,MI,Michigan,49503
1826,Elsie,Richardson,,Lansing,MI,Michigan,48203
6533,Ainsley,Phillips,,Hudsonville,MI,Michigan,49254
9619,Lindsay,Norton,,Pontiac,MI,Michigan,49503
9658,Giselle,Goodman,,Highland Park,MI,Michigan,48150
2206,Jaylee,Cannon,,Plymouth,MI,Michigan,48093
2421,Yandel,Shea,,Southfield,MI,Michigan,49254
4123,Rhett,Campos,,Davison,MI,Michigan,48302
6884,Sidney,Huffman,,Grand Rapids,MI,Michigan,48154
6760,Humberto,Shepherd,,Detroit,MI,Michigan,48548
4330,Weston,Carney,,Grand Rapids,MI,Michigan,48146
7077,Kyson,Nixon,,Lansing,MI,Michigan,49855
6133,Chandler,Francis,,Grand Ledge,MI,Michigan,48075
3495,Dorian,Holden,,Flint,MI,Michigan,48184
2802,Deon,Harrell,,Davison,MI,Michigan,48075
2651,Trace,Sheppard,,Southfield,MI,Michigan,48075
8801,Braxton,Yoder,,Lansing,MI,Michigan,48075
4598,Jasper,Downs,,Commerce,MI,Michigan,48104
4286,Isabella,Smith,,Bloomfield Township,MI,Michigan,48933
4725,Vanessa,Henderson,,Southfield,MI,Michigan,48104
8994,Aedan,Jimenez,,Plymouth,MI,Michigan,48034
7407,Marc,Atkins,,Highland Park,MI,Michigan,48085
5242,Henry,Clark,,Southfield,MI,Michigan,48093
3393,Selena,Bates,,Highland Park,MI,Michigan,48219
4142,Muhammad,Strickland,,Southfield,MI,Michigan,49503
3778,Teresa,Murphy,,Lansing,MI,Michigan,48933
9824,Leandro,Oconnell,,Flint,MI,Michigan,49503
3957,Quinn,Christian,,Lansing,MI,Michigan,48034
2559,Tomas,Diaz,,Detroit,MI,Michigan,49684
3259,Rodolfo,Combs,,Bloomfield Township,MI,Michigan,48219
1146,Hamza,Bean,,Southfield,MI,Michigan,48933
3388,Grant,Cruz,,Southfield,MI,Michigan,48075
4266,Rosa,Daugherty,,Detroit,MI,Michigan,48911
3521,Skyla,Burnett,,Warren,MI,Michigan,48423
2023,Brandon,Vincent,,Southfield,MI,Michigan,48015
6671,Bethany,Benitez,,Grand Rapids,MI,Michigan,48933
1479,Alden,Craig,,Southfield,MI,Michigan,48548
1097,Augustus,Dixon,,Lansing,MI,Michigan,48933
3956,Alannah,Foster,,East Lansing,MI,Michigan,48015
3600,Jerimiah,Mcmahon,,Grand Rapids,MI,Michigan,48607
2504,Bridget,Pollard,,Grand Rapids,MI,Michigan,48423
6353,Evan,Norris,,Caro,MI,Michigan,48075
1817,Keaton,Valentine,,Oshtemo,MI,Michigan,48146
7254,Jagger,Roach,,Southfield,MI,Michigan,49912
4348,Carissa,Gordon,,Grand Ledge,MI,Michigan,48655
9858,Rory,Pratt,,Grand Rapids,MI,Michigan,48607
1800,Bentley,Robertson,,Fremont,MI,Michigan,49612
6165,Harley,Allison,,Marquette,MI,Michigan,48336
2287,Katelyn,Camacho,,Dutton,MI,Michigan,49333
8887,Natasha,Wolfe,,Fruitport,MI,Michigan,48146
7127,Diana,Blair,,Saginaw,MI,Michigan,49503
1935,Thaddeus,Montoya,,Grand Rapids,MI,Michigan,48336
7252,Nikolai,Proctor,,Grand Rapids,MI,Michigan,49503
6811,Jack,Morrow,,Bloomfield Township,MI,Michigan,49503
3841,Kaden,Ball,,Saginaw,MI,Michigan,48104
3182,Kaliyah,Nunez,,Livonia,MI,Michigan,49855
3340,Giovanni,Levine,,East Lansing,MI,Michigan,48034
9522,Owen,Baxter,,Grand Rapids,MI,Michigan,48075
1368,Jadiel,Adkins,,Southfield,MI,Michigan,48302
1229,Donovan,Rivera,,Southfield,MI,Michigan,48911
1352,Haleigh,Stephens,,Bloomfield Township,MI,Michigan,48219
8181,Corbin,Blankenship,,Detroit,MI,Michigan,48933
2257,Fisher,Robbins,,Detroit,MI,Michigan,48336
7794,Peyton,Munoz,,Wayne,MI,Michigan,49684
4469,Sydnee,Bradshaw,,Traverse City,MI,Michigan,48655
4737,Gretchen,Johnson,,Southfield,MI,Michigan,48219
4341,Kendra,Velez,,Rochester Hills,MI,Michigan,48302
6266,Izabella,Branch,,Grand Rapids,MI,Michigan,48066
4010,Londyn,Maxwell,,Grand Rapids,MI,Michigan,48302
6611,Janiya,Randolph,,Grand Ledge,MI,Michigan,49855
9866,Livia,Watkins,,Davison,MI,Michigan,48302
1476,Susan,Ray,,Saginaw,MI,Michigan,48034
9049,Jay,Rasmussen,,Detroit,MI,Michigan,49503
8599,Aron,Morrison,,Saginaw,MI,Michigan,48302
4027,Tobias,Bentley,,Grand Rapids,MI,Michigan,48302
8432,Deanna,Olson,,Center Line,MI,Michigan,49333
5814,Catherine,Duke,,Oshtemo,MI,Michigan,48655
8791,Sloane,Spears,,Wayne,MI,Michigan,48075
6502,Payton,Mcdonald,,Commerce,MI,Michigan,48933
7380,Trent,Castaneda,,Lansing,MI,Michigan,48226
3965,Camren,Mcgrath,,Farmington Hills,MI,Michigan,48075
7556,Libby,Frye,,Bloomfield Township,MI,Michigan,49007
8818,Brisa,Roy,,Westland,MI,Michigan,48104
6060,Kiara,Leblanc,,Saginaw,MI,Michigan,48336
7387,Maritza,Kemp,,Southfield,MI,Michigan,48933
5912,Blaine,Woodard,,Saginaw,MI,Michigan,48219
4267,Alice,Dudley,,Southfield,MI,Michigan,48933
9680,Asia,Cervantes,,Rochester Hills,MI,Michigan,48302
8362,Keyon,Price,,Southfield,MI,Michigan,48219
8965,Abbie,Wallace,,Southfield,MI,Michigan,49007
2679,Eddie,Underwood,,Saginaw,MI,Michigan,49503
2320,Clarence,Grimes,,Kalamazoo,MI,Michigan,48146
5165,Gianni,Chase,,Grand Rapids,MI,Michigan,48933
6907,Kyan,Haas,,Lansing,MI,Michigan,49503
6173,Phoenix,Schaefer,,Grand Rapids,MI,Michigan,48933
2706,Amirah,Waters,,Southfield,MI,Michigan,48075
4213,Grace,Lester,,Southfield,MI,Michigan,48823
5692,Emilie,Mcpherson,,Lincoln Park,MI,Michigan,49503
4169,Arthur,Reese,,Flint,MI,Michigan,48226
1067,Shania,Alexander,,Lincoln Park,MI,Michigan,49077
7265,Elena,Rojas,,Pontiac,MI,Michigan,48837
1246,Deborah,Lindsey,,Marquette,MI,Michigan,48823
2625,Ignacio,Mcdaniel,,East Lansing,MI,Michigan,48227
5646,Alexzander,Glenn,,Grand Rapids,MI,Michigan,48034
3523,Celeste,Petty,,Roseville,MI,Michigan,48607
9326,Davian,Ellis,,Southfield,MI,Michigan,48823
7150,Calvin,Clarke,,Southfield,MI,Michigan,48219
1523,Willie,Solis,,Wayne,MI,Michigan,48933
4577,Alexa,Conley,,Westland,MI,Michigan,49912
2495,Mackenzie,Douglas,,Michigan Center,MI,Michigan,49503
7464,Angeline,Wiggins,,Detroit,MI,Michigan,49855
5444,Dangelo,Bartlett,,Roseville,MI,Michigan,49503
8676,Oswaldo,Lawrence,,Westland,MI,Michigan,49503
9857,Cherish,Barnett,,Pontiac,MI,Michigan,49254
1390,Rhys,Barton,,Southfield,MI,Michigan,48104
8448,Jaquan,Mayer,,Grand Rapids,MI,Michigan,48302
4666,Kierra,David,,Southfield,MI,Michigan,49684
9696,Armani,Snyder,,Southfield,MI,Michigan,48823
7301,Nathaly,Gallegos,,Kalamazoo,MI,Michigan,49007
8962,Gavin,York,,Marquette,MI,Michigan,49254
8439,Kayleigh,Nash,,Bridgman,MI,Michigan,49415
3562,Crystal,Townsend,,Grand Rapids,MI,Michigan,48933
9256,Rebekah,Bowers,,Livonia,MI,Michigan,48066
1366,Natalie,Kelley,,Grand Rapids,MI,Michigan,48034
8457,Chance,Tate,,Bloomfield Township,MI,Michigan,48075
1279,Lawson,Yu,,Bridgman,MI,Michigan,48306
6766,Eugene,Luna,,Livonia,MI,Michigan,49333
7224,Tony,Stein,,Saint Charles,MI,Michigan,48075
5595,Erica,Yates,,Detroit,MI,Michigan,49912
2037,Franklin,Russell,,Livonia,MI,Michigan,48034
1623,Cassius,Lowery,,Bloomfield Township,MI,Michigan,49503
6561,Tiara,Anderson,,Dutton,MI,Michigan,48085
9870,Angelique,Noble,,Davison,MI,Michigan,48342
1052,Cortez,Bailey,,Southfield,MI,Michigan,48219
9212,Kobe,Guzman,,Southfield,MI,Michigan,49503
2196,Miley,Gaines,,Fremont,MI,Michigan,48823
3643,Marina,Ballard,,East Lansing,MI,Michigan,49855
5117,Keira,Hunt,,Marquette,MI,Michigan,48066
4661,Tamara,Bridges,,Lansing,MI,Michigan,48066
7869,Jordan,Stevens,,Lansing,MI,Michigan,48015
6754,Colt,Whitehead,,Lansing,MI,Michigan,48104
1332,Mathew,Deleon,,Southfield,MI,Michigan,48423
2349,Joy,Everett,,Southfield,MI,Michigan,49503
2101,Lilah,Ramirez,,Lansing,MI,Michigan,49855
6639,Eric,Stanley,,Saginaw,MI,Michigan,48342
2353,Uriah,Burgess,,Marquette,MI,Michigan,48219
3282,Sergio,Durham,,Livonia,MI,Michigan,49077
5100,Kirsten,Gallagher,,Detroit,MI,Michigan,48146
7001,Emmy,Potter,,Grand Rapids,MI,Michigan,48203
8807,Noemi,Gould,,Marquette,MI,Michigan,48170
9090,Lilly,Maynard,,Southfield,MI,Michigan,48302
9640,Gordon,Mata,,Southfield,MI,Michigan,48548
4659,Stephanie,Velasquez,,Fruitport,MI,Michigan,48184
1399,Sophia,Valdez,,Southfield,MI,Michigan,48342
4545,Kasen,Parks,,Livonia,MI,Michigan,49855
1059,Georgia,Walker,,Southfield,MI,Michigan,48075
1482,Armani,Rodgers,,Lansing,MI,Michigan,48034
5397,Mattie,Copeland,,Southfield,MI,Michigan,49007
3613,Chase,Riggs,,Caro,MI,Michigan,49855
2310,Keegan,Stafford,,Grand Rapids,MI,Michigan,48548
5873,London,Chang,,Flint,MI,Michigan,49612
6154,Lindsey,Soto,,Grand Ledge,MI,Michigan,48607
3243,Areli,Callahan,,Grand Rapids,MI,Michigan,49503
1865,Frida,Middleton,,Center Line,MI,Michigan,49684
1903,Evelin,Heath,,Southfield,MI,Michigan,49503
4582,Tyrese,Gonzales,,Flint,MI,Michigan,49503
1495,Rosemary,Benson,,Center Line,MI,Michigan,48335
3896,Davis,Burton,,Pontiac,MI,Michigan,48302
5678,Savion,Newman,,Grand Rapids,MI,Michigan,48823
3464,Prince,Beard,,Rochester Hills,MI,Michigan,48302
7290,Kenley,Waller,,Southfield,MI,Michigan,49612
9622,Valeria,Haney,,Ann Arbor,MI,Michigan,48423
8688,Kaydence,Vega,,Southfield,MI,Michigan,48075
3900,Yusuf,Edwards,,East Lansing,MI,Michigan,48034
5523,Brenda,Macias,,Lansing,MI,Michigan,48170
7083,Roger,Burns,,Flint,MI,Michigan,48302
8629,Eve,Aguirre,,Pontiac,MI,Michigan,49855
3967,Leonel,Farley,,Detroit,MI,Michigan,48933
4122,Regan,Joyce,,Roseville,MI,Michigan,48219
9978,Jalen,Neal,,Detroit,MI,Michigan,48607
2766,Killian,Ferrell,,Grand Rapids,MI,Michigan,49855
6941,Jonah,Parker,,Bloomfield Township,MI,Michigan,49503
1677,Finley,Hughes,,Lansing,MI,Michigan,49007
7497,Jovan,Bishop,,Grand Rapids,MI,Michigan,49333
9012,Holden,Hanna,,Southfield,MI,Michigan,48015
1444,Julia,Cisneros,,Bloomfield Township,MI,Michigan,48104
3656,Kenna,Oneill,,Saint Charles,MI,Michigan,48184
7180,Litzy,Randall,,Pontiac,MI,Michigan,48104
5337,Alexis,Cowan,,Detroit,MI,Michigan,48075
6276,Maximo,Hansen,,Detroit,MI,Michigan,49007
2931,Jude,Salazar,,Plymouth,MI,Michigan,49503
3804,Elyse,Pace,,Fremont,MI,Michigan,48154
4328,Jacquelyn,Greer,,Southfield,MI,Michigan,48227
6427,Jason,Lambert,,Lansing,MI,Michigan,49855
2688,Gerardo,Dyer,,Lansing,MI,Michigan,49684
4929,Lee,Adams,,Bloomfield Township,MI,Michigan,49333
1068,Brayan,Kennedy,,Lansing,MI,Michigan,48185
1455,Jamari,Hopkins,,Bloomfield Township,MI,Michigan,48146
2465,Sebastian,Rich,,Flint,MI,Michigan,48823
8332,Darnell,Fitzgerald,,Southfield,MI,Michigan,48170
7704,Mary,Roman,,Traverse City,MI,Michigan,48170
2807,Camila,Porter,,Caro,MI,Michigan,48034
8867,Marquise,Hart,,Grand Rapids,MI,Michigan,48302
4033,Yasmine,Haynes,,Warren,MI,Michigan,48219
1855,Carlee,Wilcox,,Livonia,MI,Michigan,48335
9571,Jerry,Cabrera,,Detroit,MI,Michigan,49316
1834,Cedric,Wilkinson,,Fruitport,MI,Michigan,49855
4121,Harper,Cohen,,Grand Rapids,MI,Michigan,48823
2607,Nikolas,Delacruz,,Southfield,MI,Michigan,49254
3185,Iris,Malone,,Warren,MI,Michigan,48302
